Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
Saya kuatir test Covid-19 belum menyeluruh Tau2 nanti ada korban tergeletak mati suspek corona Ngeri,1.0,-1,saya kuatir test covid belum menyeluruh tau nanti ada korban tergeletak mati suspek corona ngeri,"['saya', 'kuatir', 'test', 'covid', 'belum', 'menyeluruh', 'tau', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri']","['kuatir', 'test', 'covid', 'tau', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri']","['kuatir', 'test', 'covid', 'tau', 'korban', 'geletak', 'mati', 'suspek', 'corona', 'ngeri']",kuatir test covid tau korban geletak mati suspek corona ngeri
Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah .yalord,0.0,-2,ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah yalord,"['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord']","['kek', 'gue', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord']","['kek', 'gue', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahal', 'tanggal', 'merah', 'yalord']",kek gue saking fokus berita covid kerja padahal tanggal merah yalord
"Berarti dah lama gak gitaran, mungkin mau bikin album lagu buat Corona Covid Yudhoyono.",-1.0,-1,berarti dah lama gak gitaran mungkin mau bikin album lagu buat corona covid yudhoyono,"['berarti', 'dah', 'lama', 'gak', 'gitaran', 'mungkin', 'mau', 'bikin', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono']","['dah', 'gak', 'gitaran', 'bikin', 'album', 'lagu', 'corona', 'covid', 'yudhoyono']","['dah', 'gak', 'gitar', 'bikin', 'album', 'lagu', 'corona', 'covid', 'yudhoyono']",dah gak gitar bikin album lagu corona covid yudhoyono
"Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payu-payu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...",-1.0,-1,berat mbah terlalu banyak kemungkinan  sedang haid gak ndang mampet jualan online gak payupayu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawanloro untukeputihanmurus ilate kecakot  bengese anyar  masker kerlisut dst,"['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payupayu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']","['berat', 'mbah', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payupayu', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'masak', 'enak', 'berkatan', 'yg', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']","['berat', 'mbah', 'haid', 'gak', 'ndang', 'mampet', 'jual', 'online', 'gak', 'payupayu', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'masak', 'enak', 'berkat', 'yg', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']",berat mbah haid gak ndang mampet jual online gak payupayu horny sing lanang mumet covid masak enak berkat yg enak sariawanloro untukeputihanmurus ilate kecakot bengese anyar masker kerlisut dst
Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.,1.0,2,amalkan langkahlangkah pencegahan penularan covid sebagai amalan dalam kehidupan seharian kita,"['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita']","['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'amalan', 'kehidupan', 'seharian']","['amal', 'langkahlangkah', 'cegah', 'tular', 'covid', 'amal', 'hidup', 'hari']",amal langkahlangkah cegah tular covid amal hidup hari
"Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid-19. OPM",1.0,-2,kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid opm,"['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm']","['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'provinsi', 'papua', 'barat', 'diimbau', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm']","['menteri', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'provinsi', 'papua', 'barat', 'imbau', 'tolak', 'makam', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm']",menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifcterjangkit covid opm
Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ,1.0,-1,bumimaafkan kamiyang tak pernah sadar bahwa kau juga butuh istirahat ,"['bumimaafkan', 'kamiyang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat']","['bumimaafkan', 'kamiyang', 'sadar', 'kau', 'butuh', 'istirahat']","['bumimaafkan', 'kamiyang', 'sadar', 'kau', 'butuh', 'istirahat']",bumimaafkan kamiyang sadar kau butuh istirahat
"Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang",0.0,-1,kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang,"['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang']","['ga', 'covid', 'jam', 'segini', 'gue', 'udah', 'pendakian', 'pos', 'cangkuang']","['ga', 'covid', 'jam', 'gin', 'gue', 'udah', 'daki', 'pos', 'cangkuang']",ga covid jam gin gue udah daki pos cangkuang
"Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk ""freeze"" dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek-2 konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?",0.0,1,developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub  pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih,"['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih']","['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'yg', 'dikecualikan', 'freeze', 'dlm', 'psbb', 'dki', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'yg', 'dikecualikan', 'proyek', 'konstruksi', 'berpotensi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih']","['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'yg', 'kecuali', 'freeze', 'dlm', 'psbb', 'dki', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'yg', 'kecuali', 'proyek', 'konstruksi', 'potensi', 'kluster', 'sebar', 'covid', 'krn', 'padat', 'bijimane', 'nih']",developers biang rusuh proyek konstruksi swasta yg kecuali freeze dlm psbb dki gub pdhl dlm permenkes tdk yg kecuali proyek konstruksi potensi kluster sebar covid krn padat bijimane nih
"Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid-19 di Indonesia dimulai dari diri sendiri.",1.0,2,kalau tidak dimulai dari diri sendiri mana mungkinyukkkkita putus mata rantai penyemangat covid di indonesia dimulai dari diri sendiri,"['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkinyukkkkita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri']","['mungkinyukkkkita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'indonesia']","['mungkinyukkkkita', 'putus', 'mata', 'rantai', 'semangat', 'covid', 'indonesia']",mungkinyukkkkita putus mata rantai semangat covid indonesia
Sinergitas TNI-POLRI untuk mencegah penyebaran Virus Covid-19,1.0,1,sinergitas tnipolri untuk mencegah penyebaran virus covid,"['sinergitas', 'tnipolri', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid']","['sinergitas', 'tnipolri', 'mencegah', 'penyebaran', 'virus', 'covid']","['sinergitas', 'tnipolri', 'cegah', 'sebar', 'virus', 'covid']",sinergitas tnipolri cegah sebar virus covid
Kucing bukan penyebar COVID-19 kepada manusia - Jabatan Perkhidmatan Veterinar,1.0,-1,kucing bukan penyebar covid kepada manusia  jabatan perkhidmatan veterinar,"['kucing', 'bukan', 'penyebar', 'covid', 'kepada', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar']","['kucing', 'penyebar', 'covid', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar']","['kucing', 'sebar', 'covid', 'manusia', 'jabat', 'khidmat', 'veterinar']",kucing sebar covid manusia jabat khidmat veterinar
Pemkab Wondama Perbanyak Pos Pemantauan Covid-19. OPM,1.0,1,pemkab wondama perbanyak pos pemantauan covid opm,"['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm']","['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm']","['pemkab', 'wondama', 'banyak', 'pos', 'pantau', 'covid', 'opm']",pemkab wondama banyak pos pantau covid opm
COVID-19: Pelajar UNIMAS berusia 23 tahun maut,-1.0,-1,covid pelajar unimas berusia  tahun maut,"['covid', 'pelajar', 'unimas', 'berusia', 'tahun', 'maut']","['covid', 'pelajar', 'unimas', 'berusia', 'maut']","['covid', 'ajar', 'unimas', 'usia', 'maut']",covid ajar unimas usia maut
"Murid2 mamaku dikasih tugas menggambar poster pencegahan covid-19 anak2nya malah pada nggambar virus segede gaban, dibawahnya dikasih tulisan ""Ya Allah lindungilah aku"" ",1.0,-1,murid mamaku dikasih tugas menggambar poster pencegahan covid anaknya malah pada nggambar virus segede gaban dibawahnya dikasih tulisan ya allah lindungilah aku ,"['murid', 'mamaku', 'dikasih', 'tugas', 'menggambar', 'poster', 'pencegahan', 'covid', 'anaknya', 'malah', 'pada', 'nggambar', 'virus', 'segede', 'gaban', 'dibawahnya', 'dikasih', 'tulisan', 'ya', 'allah', 'lindungilah', 'aku']","['murid', 'mamaku', 'dikasih', 'tugas', 'menggambar', 'poster', 'pencegahan', 'covid', 'anaknya', 'nggambar', 'virus', 'segede', 'gaban', 'dibawahnya', 'dikasih', 'tulisan', 'ya', 'allah', 'lindungilah']","['murid', 'mama', 'kasih', 'tugas', 'gambar', 'poster', 'cegah', 'covid', 'anak', 'nggambar', 'virus', 'gede', 'gaban', 'bawah', 'kasih', 'tulis', 'ya', 'allah', 'lindung']",murid mama kasih tugas gambar poster cegah covid anak nggambar virus gede gaban bawah kasih tulis ya allah lindung
Meluasnya pandemi Coronavirus disease 2019 (Covid-19) di Indonesia termasuk di Papua berdampak pada sejumlah sektor salah satunya perhotelan. OPM,0.0,-1,meluasnya pandemi coronavirus disease  covid di indonesia termasuk di papua berdampak pada sejumlah sektor salah satunya perhotelan opm,"['meluasnya', 'pandemi', 'coronavirus', 'disease', 'covid', 'di', 'indonesia', 'termasuk', 'di', 'papua', 'berdampak', 'pada', 'sejumlah', 'sektor', 'salah', 'satunya', 'perhotelan', 'opm']","['meluasnya', 'pandemi', 'coronavirus', 'disease', 'covid', 'indonesia', 'papua', 'berdampak', 'sektor', 'salah', 'satunya', 'perhotelan', 'opm']","['luas', 'pandemi', 'coronavirus', 'disease', 'covid', 'indonesia', 'papua', 'dampak', 'sektor', 'salah', 'satu', 'hotel', 'opm']",luas pandemi coronavirus disease covid indonesia papua dampak sektor salah satu hotel opm
"Ada Gelombang Kedua Virus Corona, COVID-19 Telah Bermutasi?",-1.0,1,ada gelombang kedua virus corona covid telah bermutasi,"['ada', 'gelombang', 'kedua', 'virus', 'corona', 'covid', 'telah', 'bermutasi']","['gelombang', 'virus', 'corona', 'covid', 'bermutasi']","['gelombang', 'virus', 'corona', 'covid', 'mutasi']",gelombang virus corona covid mutasi
"Bantuan Masyarakat Terus Mengalir, Rekening Gugus Tugas Covid-19 Sudah Terisi Rp 193 Miliar",1.0,2,bantuan masyarakat terus mengalir rekening gugus tugas covid sudah terisi rp  miliar,"['bantuan', 'masyarakat', 'terus', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'sudah', 'terisi', 'rp', 'miliar']","['bantuan', 'masyarakat', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'terisi', 'rp', 'miliar']","['bantu', 'masyarakat', 'alir', 'rekening', 'gugus', 'tugas', 'covid', 'isi', 'rp', 'miliar']",bantu masyarakat alir rekening gugus tugas covid isi rp miliar
"Ada 15 cara mnyuruh Covid-19 sgera pergi Jangan lagi jauh dari Allah Sang Maha Pencipta. Bukankh Covid-19 telah mendidik kita, dlm suasana Covid-19 aktif menyebar, semua org ketakutan &amp; semua org baru mendekat berdzikir dan berdoa, memohon perlindungan Allah Sang Kholiq?.",1.0,1,ada  cara mnyuruh covid sgera pergi jangan lagi jauh dari allah sang maha pencipta bukankh covid telah mendidik kita dlm suasana covid aktif menyebar semua org ketakutan amp semua org baru mendekat berdzikir dan berdoa memohon perlindungan allah sang kholiq,"['ada', 'cara', 'mnyuruh', 'covid', 'sgera', 'pergi', 'jangan', 'lagi', 'jauh', 'dari', 'allah', 'sang', 'maha', 'pencipta', 'bukankh', 'covid', 'telah', 'mendidik', 'kita', 'dlm', 'suasana', 'covid', 'aktif', 'menyebar', 'semua', 'org', 'ketakutan', 'amp', 'semua', 'org', 'baru', 'mendekat', 'berdzikir', 'dan', 'berdoa', 'memohon', 'perlindungan', 'allah', 'sang', 'kholiq']","['mnyuruh', 'covid', 'sgera', 'pergi', 'allah', 'sang', 'maha', 'pencipta', 'bukankh', 'covid', 'mendidik', 'dlm', 'suasana', 'covid', 'aktif', 'menyebar', 'org', 'ketakutan', 'amp', 'org', 'mendekat', 'berdzikir', 'berdoa', 'memohon', 'perlindungan', 'allah', 'sang', 'kholiq']","['mnyuruh', 'covid', 'sgera', 'pergi', 'allah', 'sang', 'maha', 'cipta', 'bukankh', 'covid', 'didik', 'dlm', 'suasana', 'covid', 'aktif', 'sebar', 'org', 'takut', 'amp', 'org', 'dekat', 'berdzikir', 'doa', 'mohon', 'lindung', 'allah', 'sang', 'kholiq']",mnyuruh covid sgera pergi allah sang maha cipta bukankh covid didik dlm suasana covid aktif sebar org takut amp org dekat berdzikir doa mohon lindung allah sang kholiq
Di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada 47 rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga?,1.0,-2,di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada  rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga,"['di', 'malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'yang', 'pada', 'ga', 'punya', 'kerjaan', 'pada', 'pulang', 'ke', 'indonesia', 'ada', 'rb', 'orang', 'dan', 'juga', 'mereka', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'boleh', 'pulang', 'juga']","['malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'ga', 'kerjaan', 'pulang', 'indonesia', 'rb', 'orang', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'pulang']","['malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'ga', 'kerja', 'pulang', 'indonesia', 'rb', 'orang', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'pulang']",malaysia kena covid temen temen lo ga kerja pulang indonesia rb orang ber resiko bawa tuh virus ga pulang
"Skrinews - CEGAH PENYEBARAN VIRUS CORONA, WARTAWAN MEDIA SKRI JADI SATGAS RELAWAN COVID-19 DIDESANYA.",1.0,1,skrinews  cegah penyebaran virus corona wartawan media skri jadi satgas relawan covid didesanya,"['skrinews', 'cegah', 'penyebaran', 'virus', 'corona', 'wartawan', 'media', 'skri', 'jadi', 'satgas', 'relawan', 'covid', 'didesanya']","['skrinews', 'cegah', 'penyebaran', 'virus', 'corona', 'wartawan', 'media', 'skri', 'satgas', 'relawan', 'covid', 'didesanya']","['skrinews', 'cegah', 'sebar', 'virus', 'corona', 'wartawan', 'media', 'skri', 'satgas', 'rawan', 'covid', 'desa']",skrinews cegah sebar virus corona wartawan media skri satgas rawan covid desa
Lebaran sebentar lagi. Gara2 covid 19 lebaran apa masih pada butuh aksesoris enggak ya?,0.0,1,lebaran sebentar lagi gara covid  lebaran apa masih pada butuh aksesoris enggak ya,"['lebaran', 'sebentar', 'lagi', 'gara', 'covid', 'lebaran', 'apa', 'masih', 'pada', 'butuh', 'aksesoris', 'enggak', 'ya']","['lebaran', 'sebentar', 'gara', 'covid', 'lebaran', 'butuh', 'aksesoris', 'ya']","['lebaran', 'sebentar', 'gara', 'covid', 'lebaran', 'butuh', 'aksesoris', 'ya']",lebaran sebentar gara covid lebaran butuh aksesoris ya
Giat Bhabinkamtibmas bersama masyarakat melakukan penyemprotan Disinfektan untuk mencegah penyebaran Virus Covid-19,1.0,1,giat bhabinkamtibmas bersama masyarakat melakukan penyemprotan disinfektan untuk mencegah penyebaran virus covid,"['giat', 'bhabinkamtibmas', 'bersama', 'masyarakat', 'melakukan', 'penyemprotan', 'disinfektan', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid']","['giat', 'bhabinkamtibmas', 'masyarakat', 'penyemprotan', 'disinfektan', 'mencegah', 'penyebaran', 'virus', 'covid']","['giat', 'bhabinkamtibmas', 'masyarakat', 'semprot', 'disinfektan', 'cegah', 'sebar', 'virus', 'covid']",giat bhabinkamtibmas masyarakat semprot disinfektan cegah sebar virus covid
Kasih Sayang Allah di Balik Musibah Covid-19 ,0.0,-1,kasih sayang allah di balik musibah covid ,"['kasih', 'sayang', 'allah', 'di', 'balik', 'musibah', 'covid']","['kasih', 'sayang', 'allah', 'musibah', 'covid']","['kasih', 'sayang', 'allah', 'musibah', 'covid']",kasih sayang allah musibah covid
Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19.,1.0,1,anggota polsek koba himbau para pemuda tidak kumpulkumpul dan segera pulang kerumahnya masingmasing untuk mencegah penyebaran covid,"['anggota', 'polsek', 'koba', 'himbau', 'para', 'pemuda', 'tidak', 'kumpulkumpul', 'dan', 'segera', 'pulang', 'kerumahnya', 'masingmasing', 'untuk', 'mencegah', 'penyebaran', 'covid']","['anggota', 'polsek', 'koba', 'himbau', 'pemuda', 'kumpulkumpul', 'pulang', 'kerumahnya', 'masingmasing', 'mencegah', 'penyebaran', 'covid']","['anggota', 'polsek', 'koba', 'himbau', 'pemuda', 'kumpulkumpul', 'pulang', 'rumah', 'masingmasing', 'cegah', 'sebar', 'covid']",anggota polsek koba himbau pemuda kumpulkumpul pulang rumah masingmasing cegah sebar covid
"met pagi NKRI...spy g trlalu heboh data kematian covid 19...jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indon....jk jumlahnya setara kematian sblm &amp; stlh corona...mk jumlah tsb angka kematian norma"" sj....",1.0,2,met pagi nkrispy g trlalu heboh data kematian covid jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indonjk jumlahnya setara kematian sblm amp stlh coronamk jumlah tsb angka kematian norma sj,"['met', 'pagi', 'nkrispy', 'g', 'trlalu', 'heboh', 'data', 'kematian', 'covid', 'jadikan', 'perbandingan', 'kematian', 'seluruh', 'prop', 'd', 'indon', 'sblm', 'wabah', 'corona', 'terjadi', 'd', 'indonjk', 'jumlahnya', 'setara', 'kematian', 'sblm', 'amp', 'stlh', 'coronamk', 'jumlah', 'tsb', 'angka', 'kematian', 'norma', 'sj']","['met', 'pagi', 'nkrispy', 'g', 'trlalu', 'heboh', 'data', 'kematian', 'covid', 'jadikan', 'perbandingan', 'kematian', 'prop', 'd', 'indon', 'sblm', 'wabah', 'corona', 'd', 'indonjk', 'setara', 'kematian', 'sblm', 'amp', 'stlh', 'coronamk', 'tsb', 'angka', 'kematian', 'norma', 'sj']","['met', 'pagi', 'nkrispy', 'g', 'trlalu', 'heboh', 'data', 'mati', 'covid', 'jadi', 'banding', 'mati', 'prop', 'd', 'indon', 'sblm', 'wabah', 'corona', 'd', 'indonjk', 'tara', 'mati', 'sblm', 'amp', 'stlh', 'coronamk', 'tsb', 'angka', 'mati', 'norma', 'sj']",met pagi nkrispy g trlalu heboh data mati covid jadi banding mati prop d indon sblm wabah corona d indonjk tara mati sblm amp stlh coronamk tsb angka mati norma sj
tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je,0.0,-1,tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je,"['tido', 'la', 'tak', 'nak', 'harap', 'apa', 'apa', 'dia', 'dari', 'azali', 'takde', 'hati', 'macam', 'tu', 'cuba', 'berharap', 'covid', 'takde', 'je', 'tu', 'je']","['tido', 'la', 'nak', 'harap', 'azali', 'takde', 'hati', 'tu', 'cuba', 'berharap', 'covid', 'takde', 'je', 'tu', 'je']","['tido', 'la', 'nak', 'harap', 'azali', 'takde', 'hati', 'tu', 'cuba', 'harap', 'covid', 'takde', 'je', 'tu', 'je']",tido la nak harap azali takde hati tu cuba harap covid takde je tu je
